capacity_bytes,date,failure,model,serial_number,smart_1_raw,smart_12_raw,smart_183_raw,smart_184_raw,smart_187_raw,smart_188_raw,smart_189_raw,smart_190_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_240_raw,smart_241_raw,smart_242_raw,smart_3_normalized,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw
4000787030016,2017-04-11,0,ST4000DM000,Z30252F5,172572824.0,10.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,12396.0,20.0,0.0,0.0,0.0,21731.0,21728822673.0,180639002253.0,92.0,10.0,0.0,893890904.0,21810.0
4000787030016,2017-04-11,0,ST4000DM000,W300D602,94553728.0,17.0,0.0,0.0,0.0,0.0,5.0,28.0,7.0,47672.0,28.0,0.0,0.0,0.0,33156.0,32383810196.0,184822030308.0,92.0,17.0,0.0,133621145.0,33371.0
4000787030016,2017-04-11,0,ST4000DM000,Z3025RM4,11462816.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,23195.0,25.0,0.0,0.0,0.0,20145.0,34662960353.0,186216145162.0,94.0,6.0,0.0,868066409.0,20462.0
4000787030016,2017-04-11,0,ST4000DM000,Z304JZHA,105923720.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6754.0,17.0,0.0,0.0,0.0,13132.0,38558150688.0,21544907063.0,92.0,8.0,0.0,573051880.0,13230.0
4000787030016,2017-04-11,0,ST4000DM000,S3010LCP,136650840.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20212.0,30.0,0.0,0.0,0.0,14207.0,40296209296.0,15070803806.0,98.0,2.0,0.0,584674525.0,14320.0
4000787030016,2017-04-11,0,ST4000DM000,W300JEZZ,64914520.0,15.0,1.0,0.0,0.0,0.0,7.0,17.0,2.0,29104.0,17.0,0.0,0.0,0.0,29866.0,30260946238.0,167517662697.0,91.0,17.0,0.0,789945832.0,30005.0
4000787030016,2017-04-11,0,ST4000DM000,Z304HTPM,84087248.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,14315.0,21.0,0.0,0.0,0.0,12378.0,34618176344.0,13777893464.0,98.0,2.0,0.0,468044830.0,12508.0
4000787030016,2017-04-11,0,ST4000DM000,Z304HQBG,43613120.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,15407.0,22.0,0.0,0.0,0.0,12410.0,36473417808.0,18287736033.0,98.0,2.0,0.0,498866502.0,12562.0
4000787030016,2017-04-11,0,ST4000DM000,Z3025YK5,208921944.0,13.0,0.0,0.0,0.0,0.0,3.0,22.0,5.0,7458.0,22.0,0.0,0.0,0.0,21782.0,22139297023.0,147684268193.0,92.0,13.0,0.0,884816219.0,21811.0
4000787030016,2017-04-11,0,ST4000DM000,Z300V5TL,181791552.0,17.0,0.0,0.0,0.0,0.0,2.0,27.0,12.0,46237.0,27.0,0.0,0.0,0.0,29547.0,22427609102.0,78301019494.0,91.0,17.0,0.0,444738662.0,29785.0
4000787030016,2017-04-11,0,ST4000DM000,Z300MQSA,198606024.0,24.0,1.0,0.0,0.0,0.0,0.0,25.0,14.0,58348.0,25.0,0.0,0.0,0.0,31843.0,31523478776.0,140402911897.0,92.0,24.0,0.0,926214306.0,32092.0
4000787030016,2017-04-11,0,ST4000DM000,Z302T6ZR,22972680.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,13440.0,24.0,0.0,0.0,0.0,13795.0,41111251056.0,14828778175.0,94.0,6.0,0.0,587746402.0,14059.0
4000787030016,2017-04-11,0,ST4000DM000,S300Z3Q1,224021648.0,5.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,48331.0,29.0,0.0,0.0,0.0,14786.0,41767700592.0,24599559558.0,95.0,5.0,0.0,578954942.0,15118.0
4000787030016,2017-04-11,0,ST4000DM000,Z3026Z7Q,168306880.0,5.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4086.0,29.0,0.0,0.0,0.0,19416.0,22558265852.0,172203657776.0,95.0,5.0,0.0,880330333.0,19435.0
4000787030016,2017-04-11,0,ST4000DM000,Z305EXZ2,65697304.0,5.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,4254.0,26.0,0.0,0.0,0.0,10432.0,31911485672.0,13719177168.0,95.0,5.0,0.0,445340589.0,10502.0
4000787030016,2017-04-11,0,ST4000DM000,Z304KBAH,204825024.0,10.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,4900.0,27.0,0.0,0.0,0.0,13179.0,39405448960.0,15612254853.0,91.0,10.0,0.0,550731001.0,13261.0
4000787030016,2017-04-11,0,ST4000DM000,Z302AAZM,114155672.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,51935.0,19.0,0.0,0.0,0.0,18873.0,43245296856.0,28582270042.0,95.0,5.0,0.0,701368756.0,19053.0
4000787030016,2017-04-11,0,ST4000DM000,Z302SW6N,10440928.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,13472.0,31.0,0.0,0.0,1.0,13523.0,40399532264.0,43577347496.0,96.0,4.0,0.0,680872348.0,13642.0
4000787030016,2017-04-11,0,ST4000DM000,Z302B0B7,124931408.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,54283.0,19.0,0.0,0.0,0.0,18866.0,45017107912.0,44794606273.0,94.0,6.0,0.0,739583407.0,19052.0
4000787030016,2017-04-11,0,ST4000DM000,Z304KR0Q,226942136.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,13459.0,18.0,0.0,0.0,0.0,12414.0,35043714952.0,14088659476.0,94.0,6.0,0.0,489443071.0,12558.0
4000787030016,2017-04-11,0,ST4000DM000,Z305PFPX,230413288.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,52482.0,33.0,0.0,0.0,0.0,9528.0,27265780008.0,12862686399.0,91.0,13.0,0.0,367045552.0,9869.0
4000787030016,2017-04-11,0,ST4000DM000,Z300V64H,145852392.0,9.0,1.0,0.0,0.0,0.0,4.0,21.0,1.0,87594.0,21.0,0.0,0.0,0.0,29775.0,28872456970.0,240049295158.0,91.0,9.0,0.0,938001270.0,30132.0
4000787030016,2017-04-11,0,ST4000DM000,Z3055TAF,185590664.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,33649.0,21.0,0.0,0.0,0.0,11333.0,34542711760.0,23296527156.0,94.0,7.0,0.0,480534488.0,11727.0
4000787030016,2017-04-11,0,ST4000DM000,Z3041JR5,89494584.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,84518.0,20.0,0.0,0.0,0.0,13344.0,18899364742.0,144590550998.0,91.0,12.0,0.0,640662993.0,13733.0
4000787030016,2017-04-11,0,ST4000DM000,Z304JWJF,50538480.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6172.0,20.0,0.0,0.0,0.0,13193.0,39617334632.0,26191465283.0,95.0,5.0,0.0,554042070.0,13279.0
4000787030016,2017-04-11,0,ST4000DM000,Z305K1QG,127200152.0,11.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,51883.0,33.0,0.0,0.0,0.0,9541.0,26620212256.0,16673857257.0,91.0,11.0,0.0,353674354.0,9869.0
4000787030016,2017-04-11,0,ST4000DM000,W300J65R,65794736.0,20.0,1.0,0.0,0.0,0.0,4.0,25.0,6.0,37321.0,25.0,0.0,0.0,0.0,30566.0,27917924704.0,151647142514.0,91.0,20.0,0.0,881176291.0,30898.0
4000787030016,2017-04-11,0,ST4000DM000,Z300GQ4G,112451336.0,17.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,53577.0,22.0,0.0,0.0,0.0,32201.0,26640241514.0,130560635656.0,91.0,17.0,0.0,712952253.0,32544.0
4000787030016,2017-04-11,0,ST4000DM000,S3011596,14874440.0,4.0,0.0,0.0,15.0,0.0,0.0,17.0,0.0,34320.0,17.0,0.0,0.0,0.0,17215.0,46477773648.0,32103428953.0,96.0,4.0,16.0,721870247.0,17385.0
4000787030016,2017-04-11,0,ST4000DM000,Z304MKJL,203255376.0,5.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1249.0,26.0,0.0,0.0,0.0,7195.0,20237211464.0,16323617013.0,95.0,5.0,0.0,214926396.0,7200.0
4000787030016,2017-06-21,1,ST4000DM000,W300H8GB,241918280.0,14.0,1.0,0.0,0.0,1.0,0.0,20.0,1.0,36755.0,20.0,0.0,0.0,0.0,32901.0,29838545118.0,167972419088.0,91.0,14.0,0.0,813515571.0,33146.0
4000787030016,2017-04-11,0,ST4000DM000,Z302AKXD,72705480.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,55898.0,20.0,0.0,0.0,0.0,18874.0,44889745736.0,54177397499.0,92.0,8.0,0.0,784674436.0,19062.0
4000787030016,2017-04-11,0,ST4000DM000,Z304TK3C,145044304.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,203.0,30.0,0.0,0.0,0.0,6566.0,10355865267.0,24346970040.0,97.0,3.0,0.0,288274253.0,6567.0
4000787030016,2017-04-11,0,ST4000DM000,Z300WQJW,105620856.0,7.0,0.0,0.0,0.0,0.0,14.0,24.0,1.0,13218.0,24.0,6.0,6.0,0.0,29036.0,28217195402.0,237511463469.0,93.0,7.0,18.0,961761309.0,29084.0
4000787030016,2017-04-11,0,ST4000DM000,Z305D6HL,178180416.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4875.0,22.0,0.0,0.0,0.0,10412.0,33401296808.0,17809650986.0,96.0,4.0,0.0,464254446.0,10492.0
4000787030016,2017-04-11,0,ST4000DM000,Z300WWWM,146270576.0,8.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,8366.0,20.0,0.0,0.0,0.0,30070.0,29761033366.0,133048065213.0,91.0,8.0,0.0,882908017.0,30114.0
4000787030016,2017-04-11,0,ST4000DM000,Z3029AF7,66292440.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,53325.0,17.0,0.0,0.0,0.0,18881.0,45694127608.0,44885148087.0,97.0,3.0,0.0,801456008.0,19063.0
4000787030016,2017-04-11,0,ST4000DM000,Z3015HKA,117949200.0,15.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,81190.0,22.0,0.0,0.0,0.0,24455.0,17914787364.0,99955131888.0,91.0,16.0,0.0,983002835.0,24778.0
4000787030016,2017-04-11,0,ST4000DM000,S300YCKR,133446800.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,33380.0,21.0,0.0,0.0,0.0,16562.0,41747671816.0,32816161053.0,96.0,4.0,0.0,626895393.0,16690.0
4000787030016,2017-04-11,0,ST4000DM000,Z305GVQA,127918704.0,7.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3594.0,23.0,0.0,0.0,0.0,10042.0,34624609584.0,24253888522.0,93.0,7.0,0.0,469356090.0,10064.0
4000787030016,2017-04-11,0,ST4000DM000,Z302DKHB,189870096.0,9.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,29470.0,17.0,0.0,0.0,0.0,18839.0,23534253414.0,203857911870.0,91.0,9.0,0.0,864282786.0,19034.0
4000787030016,2017-04-11,0,ST4000DM000,Z3023WA8,107213056.0,175.0,0.0,0.0,0.0,0.0,8.0,23.0,129.0,16521.0,23.0,0.0,0.0,0.0,20832.0,27037326660.0,191309373410.0,91.0,141.0,0.0,10952796.0,20917.0
4000787030016,2017-04-11,0,ST4000DM000,Z304JGAS,173062800.0,8.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,4738.0,20.0,0.0,0.0,0.0,12191.0,35802382832.0,15616827672.0,92.0,8.0,0.0,494289272.0,12237.0
